Stations_id;Bezugszeitraum;Datenquelle;Jan.;Feb.;März;Apr.;Mai;Jun.;Jul.;Aug.;Sept.;Okt.;Nov.;Dez.;Jahr;
      1418;1961-1990;        43;      54.8;      46.4;      53.5;      46.3;      60.1;      70.6;      58.6;        62;      49.1;      54.8;      64.3;      66.5;       687;
      1419;1961-1990;        43;      48.3;      42.2;      47.6;      46.8;      56.1;        69;      61.6;      63.8;      49.2;      49.9;      58.4;      59.9;     652.7;
      1420;1961-1990;        43;      43.8;      39.8;      51.1;      51.5;      61.3;      70.2;        63;      64.8;      48.3;      50.5;      59.4;      54.1;     657.8;
      1421;1961-1990;        43;      49.6;        44;      50.7;      44.7;        57;      71.9;      55.8;        58;      46.9;      51.6;      58.1;      60.3;     648.6;
      1424;1961-1990;        46;      51.7;      44.3;        51;      45.6;      57.8;      73.4;      57.1;      57.5;      47.3;      52.6;      57.5;        61;     656.9;
      1425;1961-1990;        46;      51.6;      44.3;      50.8;      45.8;      57.4;      73.1;        57;      57.4;      47.3;      52.3;      57.6;      60.9;     655.5;
      1426;1961-1990;        43;      34.9;      29.3;      30.9;      37.6;      54.8;      64.6;      52.6;      58.8;      44.5;      35.2;      41.2;      43.2;     527.4;
      1427;1961-1990;        43;      28.8;      28.6;      31.7;      44.8;      50.8;        56;      48.2;      61.1;      34.6;      30.1;      32.7;      31.4;     478.7;
      1428;1961-1990;        46;      70.2;      64.7;      63.4;      58.5;      76.1;      79.6;      66.9;      67.5;      59.1;      66.1;      77.4;      82.9;     832.5;
      1429;1961-1990;        43;      44.1;      32.2;      42.5;      43.7;      49.1;      70.7;      67.4;        63;      56.5;      48.3;      56.3;      56.5;     630.4;
      1430;1961-1990;        43;      86.1;      75.7;      92.3;     126.6;     160.3;     197.8;     180.9;     190.7;       121;      93.1;     104.2;      96.5;    1525.3;
      1431;1961-1990;        46;     103.5;      82.8;      83.3;      72.2;      92.8;     111.8;     108.9;       106;      78.6;      70.2;      88.2;       123;    1121.2;
      1432;1961-1990;        43;      66.5;      60.3;      64.2;      81.5;     117.2;     136.2;     125.2;     124.2;      88.6;      62.9;      75.7;      72.4;    1075.1;
      1433;1961-1990;        43;      42.4;      38.3;      46.9;      49.6;      63.9;      69.7;      58.7;      61.2;      49.1;      43.1;      54.3;      56.7;       634;
      1435;1961-1990;        43;     106.9;      86.5;      91.5;      84.1;        77;      95.7;      88.1;      87.6;      80.1;      85.9;     103.3;     131.4;    1118.2;
      1436;1961-1990;        43;        45;      41.8;      46.8;        60;      65.7;      82.4;      67.6;      76.5;      54.6;      40.8;      47.9;      52.8;     681.9;
      1437;1961-1990;        43;      55.5;        46;      64.9;      48.5;      65.2;      74.8;      67.5;      68.9;      55.1;      47.8;      59.6;      66.2;     719.8;
      1438;1961-1990;        43;        56;      45.6;      49.6;      56.1;      60.5;      84.7;      72.5;      66.2;        55;      55.1;      62.3;      68.7;     732.2;
      1439;1961-1990;        43;      70.7;      61.5;      67.8;      88.3;     126.4;     118.7;     105.5;     108.7;      80.2;      77.1;      83.2;      79.5;    1067.5;
      1440;1961-1990;        43;      58.2;      54.5;      58.6;        80;     122.3;     113.6;        97;      97.3;      71.2;        69;      70.9;        70;     962.6;
      1441;1961-1990;        43;      51.4;      45.9;      51.5;      63.9;      73.5;      77.7;      78.3;      85.9;      61.2;      52.8;      55.9;        65;       763;
      1443;1961-1990;        43;        52;      50.6;      66.6;     103.8;      91.3;       107;      87.7;        85;      75.2;      63.2;      57.2;      68.8;     908.4;
      1444;1961-1990;        43;        58;      51.4;      60.9;      75.8;     104.2;     118.9;        96;     100.8;      69.2;      63.8;      70.7;      64.3;     933.9;
      1445;1961-1990;        43;      62.3;      58.8;        74;      91.4;     107.8;     121.1;     100.1;     108.2;      72.8;      63.4;      86.5;      67.9;    1014.2;
      1446;1961-1990;        43;      56.3;      45.9;      58.7;        73;     107.7;       116;        93;     102.6;      67.4;      59.8;        71;      59.2;     910.5;
      1447;1961-1990;        43;      61.5;      54.3;      67.4;      83.1;     108.7;     125.4;     100.1;     107.8;      74.7;      68.8;      78.4;      69.8;     999.8;
      1448;1961-1990;        43;      48.8;        48;      58.2;      78.9;     103.4;      99.4;      84.1;        96;      71.9;      59.8;      65.9;      67.1;     881.5;
      1449;1961-1990;        43;        61;      51.6;      65.9;      80.9;     104.9;     107.5;      94.4;      97.6;      68.3;      63.7;      70.7;      64.4;       931;
      1450;1961-1990;        46;      57.5;      51.2;      63.9;      79.7;     106.4;       110;      93.4;      99.2;      71.5;      64.8;      71.4;      66.8;     935.9;
      1451;1961-1990;        43;        64;      38.7;      53.4;      48.6;      66.7;      73.7;      84.3;        75;      77.4;      74.5;      80.8;        72;     809.2;
      1452;1961-1990;        43;      55.4;      35.1;      46.8;      43.9;      58.5;      69.3;        84;        70;      74.9;      69.8;      73.5;        66;     747.3;
      1453;1961-1990;        43;      30.9;        26;      34.2;      49.1;      63.4;      68.4;      49.5;        62;      41.3;      34.9;      36.3;      37.6;     533.7;
      1454;1961-1990;        43;     102.8;      77.8;      93.9;      75.7;      78.8;      89.5;        84;      83.4;      73.8;        87;     107.4;     124.9;      1079;
      1456;1961-1990;        43;      43.9;      36.2;      38.9;      37.3;      56.4;      71.8;      49.7;      58.9;      45.4;      39.9;      48.9;      52.8;     580.2;
      1457;1961-1990;        43;      59.3;      51.6;      60.2;        59;      68.2;      84.3;      72.8;      72.3;      55.5;      60.1;        70;      76.4;     789.7;
      1458;1961-1990;        43;      58.6;      49.3;      54.1;      51.3;      69.4;      82.5;      78.7;        74;      54.5;      54.6;      58.5;      64.6;     750.1;
      1459;1961-1990;        43;      82.2;      67.3;      78.7;     102.3;     138.6;     153.9;     161.9;     159.9;      99.3;      84.2;      87.2;      90.5;      1306;
      1460;1961-1990;        46;     106.3;      84.8;      93.3;      70.5;        84;      89.5;      74.5;      78.2;      73.5;      84.7;     108.4;     116.8;    1064.6;
      1461;1961-1990;        43;      93.2;      75.8;      83.1;      63.1;        81;      76.7;        69;        71;      69.2;        77;      95.2;     101.6;       956;
      1462;1961-1990;        43;      27.4;        26;      31.7;      36.6;      46.3;      53.6;      50.1;      53.9;      36.6;      30.9;      33.8;      33.7;     460.6;
      1463;1961-1990;        43;      63.2;      58.5;      54.8;      58.7;        82;      84.5;      81.9;      78.1;      55.7;      52.2;      60.8;      66.5;     796.8;
      1464;1961-1990;        43;      52.1;      44.5;      52.1;      48.7;      65.1;      85.9;      62.6;        48;      54.6;        48;        52;      63.1;     676.6;
      1465;1961-1990;        43;      60.8;      45.6;      49.7;      52.9;      66.3;      84.9;      64.2;      61.7;      48.9;      47.4;      60.7;      68.1;     711.3;
      1466;1961-1990;        43;      56.8;      49.7;      53.7;      53.7;      71.2;        87;      80.4;      71.8;        56;      51.7;      56.1;        64;       752;
      1468;1961-1990;        43;     173.7;     151.7;     150.1;     124.3;     128.3;       137;     114.9;     112.1;     104.7;     121.2;     172.8;     189.9;    1680.7;
      1469;1961-1990;        43;     132.1;     124.3;     118.6;     102.5;       110;     132.2;     102.8;     101.2;      90.3;     101.2;       143;     152.7;    1410.8;
      1470;1961-1990;        43;     188.8;     142.8;     152.3;     134.8;     160.3;     182.9;     138.7;     144.6;     132.7;     147.1;     182.1;     178.7;    1885.7;
      1472;1961-1990;        43;      61.6;      58.3;      60.7;      63.7;      73.9;      85.1;      66.9;      79.9;      51.5;        54;      65.7;      65.3;     786.6;
      1473;1961-1990;        43;        56;      49.7;      53.4;      56.4;      73.9;      85.4;      77.2;        81;      56.6;      50.9;        56;      61.4;     757.8;
      1474;1961-1990;        43;      88.1;      66.9;      68.3;      61.2;      92.4;       120;     110.3;     109.8;      79.1;      69.2;      75.8;     107.8;      1049;
      1475;1961-1990;        43;      75.9;      67.1;      69.1;      73.5;      84.1;     105.4;      78.8;      88.1;      64.7;        70;        80;      78.2;     934.9;
      1476;1961-1990;        43;      49.9;      49.2;      48.7;      59.7;      81.2;      99.4;        84;      86.4;      58.5;      53.9;      57.6;      54.8;     783.2;
      1477;1961-1990;        43;      59.9;      52.3;      59.8;      70.5;     108.2;     136.8;     130.8;     141.8;      81.3;      65.3;      68.3;      65.8;    1040.9;
      1478;1961-1990;        43;      46.8;      41.3;        46;      46.7;      52.6;      66.8;      54.2;      58.6;      48.1;      48.9;      54.7;        58;     622.8;
      1479;1961-1990;        43;      70.7;      46.8;      60.4;      51.3;      64.4;      78.4;      80.3;        73;      75.5;      71.7;        86;      78.3;     836.7;
      1480;1961-1990;        43;      67.3;      42.8;      58.5;      50.5;      58.7;      74.2;      76.5;      76.2;      75.2;      76.1;      89.5;      74.4;     819.8;
      1481;1961-1990;        43;     118.6;      97.2;     103.2;      90.3;      95.8;     108.6;      92.1;     102.3;      66.7;      79.4;     116.5;     119.7;    1190.4;
      1482;1961-1990;        43;      36.1;      31.8;      36.6;      43.1;        52;      64.6;        55;      61.7;      40.6;      36.8;      40.4;      44.6;     543.2;
      1483;1961-1990;        43;        81;      64.9;        69;      57.9;      69.6;      86.6;      81.5;      85.7;        68;      56.5;      64.1;      86.2;     870.9;
      1484;1961-1990;        43;      60.4;      49.9;      63.7;        69;      80.2;      89.1;      79.7;      74.8;      62.9;      61.5;      69.9;      73.8;     835.1;
      1486;1961-1990;        43;      38.4;      31.5;      33.7;      36.7;      60.3;      65.3;      47.2;      59.7;      43.2;      37.9;      40.9;      50.9;     545.7;
      1488;1961-1990;        43;      55.2;      48.1;      59.9;      56.9;      67.7;      76.7;      54.5;        68;      47.3;      46.7;      58.8;      61.1;     701.1;
      1489;1961-1990;        46;      65.5;      57.1;      65.3;      61.4;      70.8;      78.8;      63.2;      70.7;      50.6;      51.3;        67;      74.5;     776.2;
      1490;1961-1990;        43;        61;      55.9;      59.2;      82.3;     101.9;     122.7;     118.6;       117;      88.9;      61.6;      76.6;      63.8;    1009.6;
      1492;1961-1990;        43;     129.6;     118.4;     130.2;     141.8;     166.2;       161;     135.2;     140.2;     105.9;     121.5;     138.3;     148.6;      1637;
      1494;1961-1990;        43;      63.1;      39.9;      51.8;      44.4;      52.1;      73.1;      87.4;      77.8;        90;      79.6;      88.2;        71;     818.3;
      1495;1961-1990;        43;      44.8;        29;      38.6;      45.4;      47.6;      58.5;      68.3;      57.2;      51.2;      40.7;        52;      51.6;     584.9;
      1496;1961-1990;        43;      70.8;      43.9;      51.8;      49.2;      53.7;      71.5;      84.9;      80.8;      89.9;      94.3;     100.8;      80.6;     872.3;
      1497;1961-1990;        43;        45;      35.4;      38.6;        42;      56.5;      68.2;      53.9;        58;      48.7;      37.5;        49;      52.3;     585.2;
      1498;1961-1990;        43;      46.3;      38.1;        48;      52.2;      64.3;      67.8;      64.9;      62.4;      51.9;      46.6;      57.4;      54.9;     654.7;
      1500;1961-1990;        43;      45.7;      33.9;      40.5;      38.5;      47.5;      60.3;      55.4;      50.7;      39.3;      41.6;      49.2;      52.6;     555.4;
      1501;1961-1990;        43;      64.1;      44.4;      57.8;        50;      57.9;        76;      73.5;      70.8;      61.4;      61.5;      69.4;      69.9;     756.8;
      1502;1961-1990;        43;      70.2;      47.4;      61.9;      55.6;      62.6;      84.6;      80.4;      74.2;      66.2;      65.5;      74.9;      79.5;     823.1;
      1503;1961-1990;        43;        67;        43;        59;        51;        62;        74;        70;        69;        63;        61;        69;        72;       760;
      1504;1961-1990;        46;      44.7;      35.2;      41.8;      45.1;      60.6;      68.9;      62.2;      64.1;      44.5;      41.4;      52.8;      50.2;     611.5;
      1506;1961-1990;        43;        66;      48.5;      61.8;      60.1;        68;      82.3;      82.2;        72;      58.5;      55.1;      65.8;        77;     797.4;
      1507;1961-1990;        46;        31;        29;        34;        43;      55.1;      64.9;      50.2;        61;        41;      36.1;        37;        37;     519.5;
      1508;1961-1990;        43;      62.6;      45.6;      23.9;      49.3;      69.8;        79;      72.9;      83.4;        50;      51.3;        50;      52.1;     689.9;
      1509;1961-1990;        43;      54.9;      45.8;      54.1;      45.7;      64.3;      62.8;      60.8;      53.5;      44.2;      50.4;      62.2;      67.2;       666;
      1510;1961-1990;        43;      48.8;      47.5;      47.3;      65.2;      89.7;     100.3;     100.8;     101.1;      74.7;      54.4;      63.4;        54;     847.2;
      1511;1961-1990;        45;      55.4;      47.9;      52.4;      56.8;      85.7;     102.3;      90.6;        99;      67.2;      53.4;      62.5;      61.7;       835;
      1512;1961-1990;        43;      40.7;      37.6;      40.2;        53;      53.1;      65.2;        55;      61.2;      46.2;      39.7;      45.1;      49.7;     586.5;
      1513;1961-1990;        46;     123.3;      93.4;     107.2;        85;      86.5;      95.1;      98.1;      93.7;      84.9;      93.3;       122;       139;    1221.5;
      1514;1961-1990;        43;      47.2;      34.9;      42.5;      42.3;      58.9;      68.1;      60.6;      59.2;      45.7;      40.8;      53.1;      55.7;     609.1;
      1516;1961-1990;        45;      44.5;      42.6;      43.9;      54.8;      75.6;      81.5;      76.7;      79.4;      54.6;      43.8;      49.5;      51.7;     675.9;
      1517;1961-1990;        43;      38.2;      30.8;      34.7;        36;        56;      58.9;      52.3;      53.6;      42.7;      35.6;      43.9;      48.8;     531.5;
      1518;1961-1990;        43;      57.4;      51.7;      54.4;      57.8;      83.5;     100.4;      96.6;     104.1;      59.1;      55.3;      61.5;      67.5;     849.2;
      1519;1961-1990;        43;      38.2;      31.6;      35.2;      44.8;      53.1;      64.8;      55.6;      67.2;      45.8;      36.4;      43.7;      50.9;     567.2;
      1520;1961-1990;        43;      68.8;      58.8;      65.5;        56;      73.5;      73.1;        61;      65.9;      61.3;      66.2;        80;      78.9;       809;
      1521;1961-1990;        46;      44.2;      39.5;      45.4;      46.6;      60.8;      72.8;      63.4;      62.5;      47.6;        43;      44.5;        48;     618.2;
      1522;1961-1990;        43;      46.5;      42.5;      47.5;      49.8;      62.7;      76.4;      67.9;      65.6;      51.3;      44.2;      46.4;      50.3;     651.2;
      1523;1961-1990;        46;      44.1;        41;      46.5;        48;      59.9;      75.2;      64.1;      64.1;        50;      44.2;        45;      49.2;     631.2;
      1524;1961-1990;        43;      82.9;      74.3;      70.3;      98.8;     140.6;     154.9;     159.2;     168.2;     106.1;      77.7;      78.4;        88;    1299.5;
      1525;1961-1990;        43;      49.4;      46.2;      50.1;        58;      85.1;     110.4;     104.7;      98.5;      59.8;        51;      56.3;      56.2;     825.5;
      1526;1961-1990;        43;      46.3;      40.3;      48.5;      52.3;      60.5;      72.8;      64.7;      67.5;      46.1;        48;      54.8;      62.9;     664.7;
      1527;1961-1990;        43;      40.7;      37.7;      46.5;      49.3;      56.9;        64;      60.8;      60.4;        43;      45.5;      49.9;      51.8;     606.6;
      1528;1961-1990;        43;      74.7;      60.7;      66.2;      61.1;      84.8;        93;      92.9;      90.8;      67.9;      62.9;      68.5;      84.4;     907.9;
      1529;1961-1990;        43;       170;     137.8;     140.8;     131.5;     133.1;     139.5;       125;     128.6;     108.6;     124.5;     167.4;     180.2;      1687;
      1530;1961-1990;        43;      60.8;      52.3;      57.6;      65.4;      78.6;     103.9;        88;      82.1;      64.9;      50.4;      57.1;        73;     834.2;
      1531;1961-1990;        43;      51.6;        50;      46.6;        68;      87.6;     110.1;      91.9;      91.7;      70.5;      51.9;      61.2;      54.3;     835.1;
      1532;1961-1990;        43;      51.2;        35;      45.1;      46.9;      50.1;      62.4;      69.4;      59.9;      54.2;      48.4;        59;      60.9;     642.5;
      1533;1961-1990;        43;      44.8;      31.6;      39.4;        42;        47;      60.4;      56.2;      49.1;      43.5;      37.1;      49.3;      53.5;     553.9;
      1534;1961-1990;        43;      40.5;      37.9;      40.4;      46.6;      57.7;      72.6;      56.6;      59.1;      44.9;        42;      51.6;      54.1;     603.9;
      1536;1961-1990;        43;      42.9;      30.2;      38.6;      38.3;      43.2;      49.4;        61;      55.8;      50.5;      44.9;      47.8;        49;     551.7;
      1537;1961-1990;        43;      82.1;      76.6;      81.7;      92.4;     104.9;     106.9;      90.1;      87.5;      81.5;        77;      95.9;        99;    1075.7;
      1538;1961-1990;        46;      79.1;        67;      70.2;      70.1;      83.9;     103.2;      75.8;        87;        61;      67.1;      80.1;        86;     930.3;
      1539;1961-1990;        43;      46.7;        39;      37.1;      44.5;      65.6;      83.3;      70.8;        73;      52.2;      44.6;      49.1;      49.8;     655.6;
      1540;1961-1990;        43;      58.5;      42.3;      55.2;      49.5;      63.1;      77.1;      73.8;      71.7;      56.9;      55.3;      61.8;      65.5;     730.7;
      1541;1961-1990;        43;      59.8;      44.6;      55.3;      56.4;      65.9;      80.4;      70.2;      72.4;        56;        47;      60.9;      72.7;     741.6;
      1542;1961-1990;        45;      47.3;      45.8;      47.2;      57.8;      77.6;     104.7;        93;     102.6;      62.9;      49.3;      56.8;      55.1;     800.2;
      1543;1961-1990;        43;      49.1;      34.1;        43;      44.7;      47.2;      70.7;      69.1;        55;        50;      41.6;      53.2;      56.9;     614.5;
      1544;1961-1990;        43;        40;      33.2;      42.2;      41.7;      50.6;        63;        60;      59.5;      45.1;      36.3;      44.4;        47;     562.8;
      1546;1961-1990;        43;      67.7;      39.1;      49.6;      43.5;      50.6;      65.7;      76.8;      75.3;      86.4;      92.8;     100.7;        76;     824.3;
      1547;1961-1990;        43;      92.8;      81.6;      96.8;     121.2;     152.6;     183.3;     211.3;     201.7;       131;      86.5;      99.3;      94.9;    1553.1;
      1548;1961-1990;        43;      95.9;      83.2;      99.8;     118.1;     143.9;     187.5;     205.3;     189.2;     114.1;      84.3;      92.2;      88.7;      1502;
      1549;1961-1990;        43;      95.9;      84.1;      92.4;     110.7;     141.8;     195.7;     192.4;     184.5;     113.9;      86.4;      94.8;     105.7;    1498.2;
      1550;1961-1990;        43;      84.7;      76.8;      85.9;     100.1;     130.8;     174.3;     175.4;     171.6;     107.4;      77.1;        88;      91.5;    1363.5;
      1551;1961-1990;        43;      64.3;      44.3;      56.3;        49;      66.1;      78.7;      70.3;      70.7;      59.8;        60;      68.5;      69.1;     757.2;
      1552;1961-1990;        43;      38.6;      30.3;      31.9;      38.8;      51.2;      67.3;      59.4;      52.9;      48.2;      37.2;      44.1;        42;     541.7;
      1554;1961-1990;        43;        49;      33.8;      44.3;      40.4;        50;      57.4;      71.5;      64.3;      55.8;      49.7;      56.5;      55.9;     628.7;
      1555;1961-1990;        43;      27.2;      25.8;      33.2;      37.4;      54.3;      57.7;      48.3;      55.9;      35.2;      29.3;      32.1;      32.9;     469.3;
      1556;1961-1990;        43;      33.2;      32.3;      38.7;      44.7;      51.1;      59.4;      50.7;      55.7;        40;      35.3;      40.3;      42.2;     523.6;
      1557;1961-1990;        43;      62.4;      52.5;      57.2;      55.7;      65.7;      79.7;      62.1;      60.5;      47.8;      47.6;      62.9;      75.4;     729.4;
      1558;1961-1990;        43;      43.6;        35;      37.2;      51.8;      68.6;      73.5;      66.2;      75.6;      52.3;      41.8;      50.4;      52.7;     648.6;
      1559;1961-1990;        43;      97.6;      73.5;      88.1;      73.1;      81.9;      97.6;      93.9;      88.2;      81.3;      77.7;      96.8;     108.1;    1057.9;
      1560;1961-1990;        43;      49.6;      40.4;      50.2;      50.5;      55.9;      70.7;      51.8;        64;      42.8;        40;      53.4;      61.4;     630.6;
      1561;1961-1990;        43;      76.9;      59.2;      77.3;      72.3;        80;      97.8;      88.4;      82.8;      67.9;      73.7;      85.4;      98.8;     960.7;
      1562;1961-1990;        43;      65.6;      43.1;      54.2;        50;      64.3;      71.1;      80.2;      74.7;      69.6;      59.4;      64.5;        72;     768.7;
      1563;1961-1990;        43;      58.5;      48.1;        55;        62;      73.7;      86.8;      68.3;      80.3;      55.2;      53.3;      53.9;      69.5;     764.7;
      1564;1961-1990;        43;        67;      54.1;      55.6;      59.8;      60.3;      84.9;      73.5;      69.8;      55.7;      57.2;      70.6;        86;     794.5;
      1565;1961-1990;        43;      83.3;      62.9;      71.1;      69.4;      76.5;      98.9;      87.4;      91.3;      68.5;      65.2;      76.5;      96.8;     947.9;
      1566;1961-1990;        43;     102.1;      88.7;     105.9;      95.7;      92.2;     110.4;      85.1;      94.6;      78.1;      85.2;     110.9;     130.6;    1179.4;
      1568;1961-1990;        46;     114.5;      96.9;     111.7;     103.1;     101.8;     121.8;      98.7;     107.1;      91.3;      94.2;     122.2;     149.3;    1312.6;
      1569;1961-1990;        43;      51.7;      38.3;      49.6;      50.1;      58.6;        66;      64.9;      62.5;      48.3;      41.5;      53.9;      56.6;     641.9;
      1570;1961-1990;        43;      68.9;      58.9;      68.9;      72.9;      67.9;        80;        57;      74.1;      53.2;      55.2;      75.2;        87;     819.3;
      1571;1961-1990;        43;      41.1;      33.4;      35.5;      43.8;      47.9;      68.4;      51.3;      66.4;        46;        40;      45.6;      51.7;     571.1;
      1573;1961-1990;        43;      49.5;      41.4;      52.2;      56.3;        62;      76.1;      61.4;      63.2;      51.7;      47.5;      56.7;      66.5;     684.6;
      1574;1961-1990;        43;      50.3;      42.2;      54.8;      62.3;      65.5;      75.2;        62;      72.8;      51.3;      47.5;      58.8;      66.3;       709;
      1575;1961-1990;        43;      43.3;      41.1;      44.4;      48.5;      71.5;     100.9;      75.2;      93.6;      57.2;      44.9;      52.6;      51.5;     724.7;
      1576;1961-1990;        43;      46.1;      39.7;      42.3;        46;        67;      86.3;      74.3;      83.4;      55.3;      44.8;        52;      51.4;     688.5;
      1577;1961-1990;        43;      55.5;      48.1;      60.3;      62.3;      69.7;      90.7;      75.3;      65.8;      57.9;      53.4;      60.6;      66.1;     765.7;
      1578;1961-1990;        43;      49.8;      45.3;      48.2;      53.3;      79.8;     100.9;      84.1;      84.2;      61.2;      50.9;      57.3;      52.5;     767.6;
      1579;1961-1990;        43;        52;      44.5;        50;        59;      84.7;     103.9;      94.7;       104;      64.8;        54;      60.7;      55.7;       828;
      1580;1961-1990;        43;      38.5;      34.5;        38;      38.9;      51.4;      59.3;      56.5;      53.1;      40.6;      42.3;        49;      46.1;     548.1;
      1581;1961-1990;        43;      45.2;      38.5;      43.5;      42.4;      55.5;      62.9;      61.4;      57.3;      44.2;      47.5;      55.3;        52;     605.6;
      1582;1961-1990;        43;      74.8;      63.8;      70.4;      76.3;      85.3;      87.6;      78.9;      95.9;      63.5;        54;      76.6;      85.3;     912.4;
      1583;1961-1990;        46;      79.9;      71.2;      77.4;      77.7;      83.9;      91.3;      90.5;      95.1;      69.8;      60.5;      77.3;      93.2;     967.8;
      1584;1961-1990;        43;      46.7;      44.3;      45.9;      61.4;      86.6;      95.8;      84.9;        89;      59.4;      48.1;      55.3;      53.3;     770.8;
      1585;1961-1990;        43;      65.3;      56.1;      53.1;      77.1;      87.6;     116.9;      92.2;      90.5;      69.5;      69.1;      79.3;      70.6;     927.3;
      1586;1961-1990;        46;        90;      79.3;      92.7;     105.3;     145.9;     176.8;     166.9;     168.5;     105.2;      88.5;        96;     100.1;    1415.2;
      1587;1961-1990;        46;      55.4;      47.8;      48.9;      58.6;      82.7;     103.9;      86.5;      83.9;        61;      53.2;      58.9;      61.4;     802.3;
      1588;1961-1990;        43;      39.4;      37.7;      41.3;      44.5;      61.2;      74.8;      53.8;      57.3;      44.1;      43.9;      43.7;      49.9;     591.5;
      1589;1961-1990;        43;      61.2;      46.9;      63.3;      49.8;      60.6;      76.8;      68.1;      60.6;      56.4;      54.5;      67.6;      73.5;     739.2;
      1590;1961-1990;        43;      61.8;      46.5;      62.1;      51.5;      61.4;      77.7;      67.6;      60.8;        55;      53.5;      68.2;      69.7;     735.8;
      1593;1961-1990;        43;      66.9;      58.2;        71;      67.2;        76;      85.6;      71.8;      76.3;      60.6;      69.1;      75.5;      80.9;     859.2;
      1595;1961-1990;        43;      73.1;      52.8;        69;      59.6;      71.1;        84;      86.4;      70.6;      72.9;      63.9;      78.9;      85.3;     867.5;
      1597;1961-1990;        43;        66;      50.2;      68.2;      57.6;      70.6;      83.2;      77.1;      65.7;      67.3;      59.9;      71.6;      77.2;     814.5;
      1598;1961-1990;        43;      52.3;      42.1;      50.3;      54.7;      64.2;      76.1;      66.9;      66.4;        48;      53.3;      58.4;      55.6;     688.4;
      1599;1961-1990;        43;      61.7;      53.7;      62.4;      56.4;      68.1;      75.2;      75.4;      64.7;      57.6;      63.4;      73.9;      77.9;     790.5;
      1600;1961-1990;        43;      54.4;      47.4;      57.8;      56.7;      67.5;      73.8;      71.3;      63.8;      55.1;        58;      65.3;      68.2;     739.3;
      1601;1961-1990;        43;      59.5;      53.9;      54.3;        51;      56.5;      77.9;      56.1;      68.3;      48.5;      50.7;      67.2;      73.6;     717.6;
      1602;1961-1990;        43;      73.7;      70.5;      73.9;      89.4;     111.9;     116.9;        97;      94.3;      79.5;      77.6;      87.5;      82.7;      1055;
      1603;1961-1990;        46;     138.2;     126.2;       132;     153.1;     173.8;     208.4;     198.9;     200.3;     142.4;       120;     143.4;     143.1;    1879.9;
      1604;1961-1990;        43;      35.7;      31.2;      36.3;      40.1;      47.6;      59.9;      45.7;      59.1;      40.4;      36.3;      40.2;      47.6;     520.1;
      1605;1961-1990;        43;      35.3;      28.9;      37.2;      35.7;      53.6;      62.3;      50.3;      57.9;      43.6;        32;        42;      44.7;     523.4;
      1607;1961-1990;        43;      47.7;      41.9;      45.8;      55.1;      72.9;      83.8;      74.1;      69.6;      51.7;      45.4;        50;      52.8;     690.8;
      1608;1961-1990;        46;      62.1;      43.1;      55.3;        49;      56.9;      67.1;      74.4;      62.9;      57.9;      57.8;      69.1;      73.5;       729;
      1609;1961-1990;        43;      92.4;      65.3;      82.7;      68.2;      80.5;      92.7;      86.1;      76.7;      76.1;      74.2;      89.4;       102;     986.4;
      1610;1961-1990;        43;      42.3;      35.6;      45.1;      60.5;      66.8;      77.9;      65.1;      92.3;      48.6;      41.2;      42.5;        48;     665.9;
      1611;1961-1990;        43;      36.5;      34.3;      41.4;      57.3;      62.7;      73.9;      53.6;      74.2;      46.4;        37;      42.3;      42.7;     602.2;
      1612;1961-1990;        43;      40.1;      34.9;      44.1;      57.1;      54.5;      69.5;      48.4;      67.3;        42;      41.8;      41.3;      50.5;     591.5;
      1613;1961-1990;        43;      35.4;      32.2;      39.9;      53.6;      55.5;      69.7;      56.4;      70.9;      43.3;      39.1;      39.2;      42.7;     577.9;
      1614;1961-1990;        43;      78.8;      64.9;      69.4;      64.9;      83.6;        92;      71.2;      80.2;      56.9;      66.9;      75.4;        98;     902.4;
      1615;1961-1990;        43;        47;      34.7;      43.6;      41.5;      50.2;      67.5;      66.2;      55.6;      46.8;      39.2;      49.7;      55.6;     597.6;
      1616;1961-1990;        43;        51;      50.3;      50.4;      57.7;      81.4;      84.3;      77.1;      65.1;      60.4;      63.3;      61.2;      65.8;     768.2;
      1617;1961-1990;        43;      37.2;      33.4;      44.4;      45.1;      61.8;      65.5;      49.6;      57.2;      36.4;      32.5;      40.7;      41.3;     545.1;
      1618;1961-1990;        43;      52.6;        47;        57;      54.7;      65.7;      72.7;      55.2;        60;        43;      43.3;      54.6;      57.8;     663.6;
      1619;1961-1990;        43;        40;      37.3;      45.9;      49.9;        74;      76.3;      72.9;      65.9;      49.5;      49.8;      56.7;      48.3;     666.6;
      1620;1961-1990;        43;        87;      70.1;      79.3;      70.9;      75.9;      87.5;      80.9;        80;      64.5;      74.8;      90.2;       111;     972.3;
      1621;1961-1990;        43;      82.1;      66.4;      71.7;      62.1;      74.9;      81.2;        75;      76.1;      61.4;        72;        85;     104.8;     912.6;
      1622;1961-1990;        43;      89.2;      65.5;      71.5;      77.1;      84.5;      97.6;        87;      92.6;        70;      72.6;        85;     109.8;    1002.2;
      1623;1961-1990;        43;      80.8;      65.8;        80;      77.2;      82.9;      98.4;      90.2;      84.5;      66.2;      76.3;      81.3;     102.1;     985.9;
      1624;1961-1990;        43;      74.7;      59.5;      71.3;      68.6;      85.7;        99;      83.5;      82.3;      66.9;      71.8;      77.5;      92.6;     933.4;
